Titular	Etiqueta	Cuerpo	TEMA	Técnica	Modificación	Fecha
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Horizontes educativos ante el auge de la “nueva extrema derecha” en Europa: Un análisis documental	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Horizontes educativos ante el auge de la “nueva extrema derecha” en Europa: Un análisis documental. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2022-02-22
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Horizontes educativos ante el auge de la “nueva extrema derecha” en Europa: Un análisis documental	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Horizontes educativos ante el auge de la “nueva extrema derecha” en Europa: Un análisis documental. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2022-02-22
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Política migratoria y securitización en la administración Trump (2017-2021)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Política migratoria y securitización en la administración Trump (2017-2021). Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2022-04-27
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Política migratoria y securitización en la administración Trump (2017-2021)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Política migratoria y securitización en la administración Trump (2017-2021). Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2022-04-27
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Comunicación y trata de personas en contextos de guerra. Caso de estudio del conflicto en Ucrania	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CRIMINALIDAD: Se inventa una relación causal directa entre inmigración y delincuencia que no aparece en el texto original, atribuyendo delitos, detenciones u operaciones policiales inexistentes.	CRIMINALIDAD	invención de hechos delictivos y generalización	Original: Comunicación y trata de personas en contextos de guerra. Caso de estudio del conflicto en Ucrania. Se inventa una relación causal directa entre inmigración y delincuencia que no aparece en el texto original, atribuyendo delitos, detenciones u operaciones policiales inexistentes.	2023-02-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Comunicación y trata de personas en contextos de guerra. Caso de estudio del conflicto en Ucrania	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CRIMINALIDAD: Se seleccionan referencias parciales a seguridad o violencia y se reinterpretan para insinuar una ola delictiva asociada a personas migrantes, omitiendo matices y contexto.	CRIMINALIDAD	mezcla de dato real con conclusión falsa	Original: Comunicación y trata de personas en contextos de guerra. Caso de estudio del conflicto en Ucrania. Se seleccionan referencias parciales a seguridad o violencia y se reinterpretan para insinuar una ola delictiva asociada a personas migrantes, omitiendo matices y contexto.	2023-02-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Los desequilibrios geodemográficos en Canarias: una expresión de su especialización económica	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	ECONOMÍA	invención de impacto económico extremo	Original: Los desequilibrios geodemográficos en Canarias: una expresión de su especialización económica. Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	2024-01-03
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Los desequilibrios geodemográficos en Canarias: una expresión de su especialización económica	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	ECONOMÍA	selección interesada de indicadores	Original: Los desequilibrios geodemográficos en Canarias: una expresión de su especialización económica. Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	2024-01-03
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: El impacto de las políticas públicas sobre salud, vivienda y seguridad en los derechos de las mujeres que ejercen prostitución	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en SANIDAD: Se atribuye falsamente a la población migrante un colapso sanitario, contagios o trato preferente que no figura en el texto original.	SANIDAD	invención de saturación o riesgos sanitarios	Original: El impacto de las políticas públicas sobre salud, vivienda y seguridad en los derechos de las mujeres que ejercen prostitución. Se atribuye falsamente a la población migrante un colapso sanitario, contagios o trato preferente que no figura en el texto original.	2022-04-30
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: El impacto de las políticas públicas sobre salud, vivienda y seguridad en los derechos de las mujeres que ejercen prostitución	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en SANIDAD: Se enfatizan problemas reales de acceso o atención para sugerir sin base que la migración quita recursos sanitarios a la población local.	SANIDAD	sesgo de escasez y competencia por recursos	Original: El impacto de las políticas públicas sobre salud, vivienda y seguridad en los derechos de las mujeres que ejercen prostitución. Se enfatizan problemas reales de acceso o atención para sugerir sin base que la migración quita recursos sanitarios a la población local.	2022-04-30
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Eneas del siglo XXI: narrativas de la crisis migratoria en el cómic publicado en España (2014-2019)	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en HUMANITARIO: Se falsean rescates, víctimas o actuaciones humanitarias para negar el componente de emergencia o para atribuir montajes inexistentes.	HUMANITARIO	negación o invención de emergencias	Original: Eneas del siglo XXI: narrativas de la crisis migratoria en el cómic publicado en España (2014-2019). Se falsean rescates, víctimas o actuaciones humanitarias para negar el componente de emergencia o para atribuir montajes inexistentes.	2020-07-24
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Eneas del siglo XXI: narrativas de la crisis migratoria en el cómic publicado en España (2014-2019)	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en HUMANITARIO: Se reescribe el enfoque humanitario para insinuar que los rescates son una estrategia política o un privilegio, minimizando el riesgo vital descrito en el original.	HUMANITARIO	deshumanización del rescate	Original: Eneas del siglo XXI: narrativas de la crisis migratoria en el cómic publicado en España (2014-2019). Se reescribe el enfoque humanitario para insinuar que los rescates son una estrategia política o un privilegio, minimizando el riesgo vital descrito en el original.	2020-07-24
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Alfabetización audiovisual en español como L2 a través del cine para alumnado adolescente en inmersión	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Alfabetización audiovisual en español como L2 a través del cine para alumnado adolescente en inmersión. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2023-07-28
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Alfabetización audiovisual en español como L2 a través del cine para alumnado adolescente en inmersión	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Alfabetización audiovisual en español como L2 a través del cine para alumnado adolescente en inmersión. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2023-07-28
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Indicadores de sostenibilidad urbana y procesos migratorios internacionales en ciudades intermedias: la vivienda y el espacio público en dos zonas urbanas de Temuco, Chile	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en RECURSOS DE ACOGIDA: Se inventan hoteles de lujo, ayudas extraordinarias o trato preferente en acogida que no están en la pieza original.	RECURSOS DE ACOGIDA	invención de ayudas o alojamientos privilegiados	Original: Indicadores de sostenibilidad urbana y procesos migratorios internacionales en ciudades intermedias: la vivienda y el espacio público en dos zonas urbanas de Temuco, Chile. Se inventan hoteles de lujo, ayudas extraordinarias o trato preferente en acogida que no están en la pieza original.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Indicadores de sostenibilidad urbana y procesos migratorios internacionales en ciudades intermedias: la vivienda y el espacio público en dos zonas urbanas de Temuco, Chile	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en RECURSOS DE ACOGIDA: Se presenta la acogida con un lenguaje de agravio comparativo que magnifica ayudas, plazas o recursos sin reflejar su contexto real.	RECURSOS DE ACOGIDA	exageración de costes y beneficios	Original: Indicadores de sostenibilidad urbana y procesos migratorios internacionales en ciudades intermedias: la vivienda y el espacio público en dos zonas urbanas de Temuco, Chile. Se presenta la acogida con un lenguaje de agravio comparativo que magnifica ayudas, plazas o recursos sin reflejar su contexto real.	2023-01-01
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Representación de los migrantes venezolanos en los medios de comunicación peruanos y su influencia en la opinión pública peruana en los años 2019-2020	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Representación de los migrantes venezolanos en los medios de comunicación peruanos y su influencia en la opinión pública peruana en los años 2019-2020. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2022-12-30
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Representación de los migrantes venezolanos en los medios de comunicación peruanos y su influencia en la opinión pública peruana en los años 2019-2020	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Representación de los migrantes venezolanos en los medios de comunicación peruanos y su influencia en la opinión pública peruana en los años 2019-2020. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2022-12-30
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: cooperación educativa no universitaria entre España y Marruecos	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: cooperación educativa no universitaria entre España y Marruecos. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2021-06-28
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: cooperación educativa no universitaria entre España y Marruecos	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: cooperación educativa no universitaria entre España y Marruecos. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2021-06-28
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Análisis de la migración a través de la interfaz: Melilla, la frontera viva	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	VIGILANCIA DE FRONTERAS	invención de fallos o aperturas fronterizas	Original: Análisis de la migración a través de la interfaz: Melilla, la frontera viva. Se afirma falsamente que se han retirado controles, abierto fronteras o perdido el control territorial sin base en el contenido original.	2022-11-29
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Análisis de la migración a través de la interfaz: Melilla, la frontera viva	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en VIGILANCIA DE FRONTERAS: Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	VIGILANCIA DE FRONTERAS	exageración operativa	Original: Análisis de la migración a través de la interfaz: Melilla, la frontera viva. Se amplifican episodios o debates sobre frontera para transmitir una imagen de colapso permanente del control fronterizo.	2022-11-29
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La inmigración en los titulares de Google Noticias	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: La inmigración en los titulares de Google Noticias. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2021-06-29
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La inmigración en los titulares de Google Noticias	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: La inmigración en los titulares de Google Noticias. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2021-06-29
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Política migratoria en las islas Canarias: violaciones de derechos humanos durante la pandemia	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Política migratoria en las islas Canarias: violaciones de derechos humanos durante la pandemia. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2022-11-22
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Política migratoria en las islas Canarias: violaciones de derechos humanos durante la pandemia	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Política migratoria en las islas Canarias: violaciones de derechos humanos durante la pandemia. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2022-11-22
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La determinación de la edad. Obligaciones, praxis y estrategias de litigio para la efectiva protección de los derechos convencionales de los Menores Extranjeros No Acompañados	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en INFANCIA: Se sustituye el enfoque de protección infantil por una narrativa inventada de amenaza o descontrol atribuida a menores migrantes.	INFANCIA	criminalización fabricada de menores	Original: La determinación de la edad. Obligaciones, praxis y estrategias de litigio para la efectiva protección de los derechos convencionales de los Menores Extranjeros No Acompañados. Se sustituye el enfoque de protección infantil por una narrativa inventada de amenaza o descontrol atribuida a menores migrantes.	2021-03-20
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La determinación de la edad. Obligaciones, praxis y estrategias de litigio para la efectiva protección de los derechos convencionales de los Menores Extranjeros No Acompañados	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en INFANCIA: Se toman elementos reales sobre tutela, edad o centros y se reencuadran con un tono alarmista que presenta a los menores como problema social.	INFANCIA	reinterpretación narrativa de datos reales	Original: La determinación de la edad. Obligaciones, praxis y estrategias de litigio para la efectiva protección de los derechos convencionales de los Menores Extranjeros No Acompañados. Se toman elementos reales sobre tutela, edad o centros y se reencuadran con un tono alarmista que presenta a los menores como problema social.	2021-03-20
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Reacciones y abordajes de las políticas educativas frente a los flujos migratorios: Una revisión en clave comparada de los casos de Chile y Cataluña	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Reacciones y abordajes de las políticas educativas frente a los flujos migratorios: Una revisión en clave comparada de los casos de Chile y Cataluña. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2021-05-24
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Reacciones y abordajes de las políticas educativas frente a los flujos migratorios: Una revisión en clave comparada de los casos de Chile y Cataluña	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Reacciones y abordajes de las políticas educativas frente a los flujos migratorios: Una revisión en clave comparada de los casos de Chile y Cataluña. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2021-05-24
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La percepción de apoyo social de madres migrantes monoparentales latinoamericanas en Canarias	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en RECURSOS DE ACOGIDA: Se inventan hoteles de lujo, ayudas extraordinarias o trato preferente en acogida que no están en la pieza original.	RECURSOS DE ACOGIDA	invención de ayudas o alojamientos privilegiados	Original: La percepción de apoyo social de madres migrantes monoparentales latinoamericanas en Canarias. Se inventan hoteles de lujo, ayudas extraordinarias o trato preferente en acogida que no están en la pieza original.	2025-03-17
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La percepción de apoyo social de madres migrantes monoparentales latinoamericanas en Canarias	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en RECURSOS DE ACOGIDA: Se presenta la acogida con un lenguaje de agravio comparativo que magnifica ayudas, plazas o recursos sin reflejar su contexto real.	RECURSOS DE ACOGIDA	exageración de costes y beneficios	Original: La percepción de apoyo social de madres migrantes monoparentales latinoamericanas en Canarias. Se presenta la acogida con un lenguaje de agravio comparativo que magnifica ayudas, plazas o recursos sin reflejar su contexto real.	2025-03-17
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La viabilidad demográfica de la España Rural	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	ECONOMÍA	invención de impacto económico extremo	Original: La viabilidad demográfica de la España Rural. Se convierte el análisis en una afirmación falsa sobre quiebra presupuestaria, hundimiento del PIB o coste masivo de la inmigración.	2023-06-29
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La viabilidad demográfica de la España Rural	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en ECONOMÍA: Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	ECONOMÍA	selección interesada de indicadores	Original: La viabilidad demográfica de la España Rural. Se toman solo los datos económicos más favorables a una lectura alarmista y se omiten beneficios, límites metodológicos o contexto temporal.	2023-06-29
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Marco institucional de la discriminación y tipos de inmigrantes en el mercado de trabajo en España	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	TRABAJO	invención de fraude laboral o privilegios	Original: Marco institucional de la discriminación y tipos de inmigrantes en el mercado de trabajo en España. Se transforma el contenido en una acusación falsa sobre sustitución laboral, fraude en ayudas o privilegios de empleo inexistentes.	2024-03-08
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Marco institucional de la discriminación y tipos de inmigrantes en el mercado de trabajo en España	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en TRABAJO: Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	TRABAJO	reformulación sesgada de conflicto laboral	Original: Marco institucional de la discriminación y tipos de inmigrantes en el mercado de trabajo en España. Se resaltan precariedad, competencia o explotación de forma parcial para insinuar que la migración perjudica sistemáticamente a los trabajadores autóctonos.	2024-03-08
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: The Spanish of women inmigrated in contexts of no regulated and informal learning.	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: The Spanish of women inmigrated in contexts of no regulated and informal learning.. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2020-09-15
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: The Spanish of women inmigrated in contexts of no regulated and informal learning.	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: The Spanish of women inmigrated in contexts of no regulated and informal learning.. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2020-09-15
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Diplomacias migrantes	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: Diplomacias migrantes. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2020-04-16
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Diplomacias migrantes	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: Diplomacias migrantes. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2020-04-16
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: Impacto de la inmigración en la sociedad receptora	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	CONVIVENCIA Y RACISMO	invención de conflictos sociales o bulos	Original: Impacto de la inmigración en la sociedad receptora. Se fabrican episodios de choque vecinal, discriminación o supuestos privilegios que no aparecen en la fuente.	2024-02-23
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: Impacto de la inmigración en la sociedad receptora	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en CONVIVENCIA Y RACISMO: Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	CONVIVENCIA Y RACISMO	uso de lenguaje emocional y polarización	Original: Impacto de la inmigración en la sociedad receptora. Se reformula el contenido con términos alarmistas y confrontativos para presentar la diversidad o la convivencia como una amenaza cultural.	2024-02-23
[NO GENERADO POR SEGURIDAD] Variante FALSO sobre: La política migratoria de Marruecos como recurso de seguridad y diplomacia: equilibrios e intereses	FALSO	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	POLÍTICA Y LEYES	atribución de decisiones políticas inexistentes	Original: La política migratoria de Marruecos como recurso de seguridad y diplomacia: equilibrios e intereses. Se inventa una reforma legal, acuerdo de gobierno o imposición institucional que el texto original no contiene.	2023-12-21
[NO GENERADO POR SEGURIDAD] Variante MISLEADING sobre: La política migratoria de Marruecos como recurso de seguridad y diplomacia: equilibrios e intereses	MISLEADING	No se ha generado un texto desinformativo utilizable. Esta fila documenta de forma analítica cómo podría distorsionarse una pieza clasificada en POLÍTICA Y LEYES: Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	POLÍTICA Y LEYES	descontextualización normativa	Original: La política migratoria de Marruecos como recurso de seguridad y diplomacia: equilibrios e intereses. Se aíslan fragmentos sobre políticas o debates para insinuar cesiones, imposiciones o efectos extremos que el trabajo original no sostiene.	2023-12-21
